NRO COMPARENDO,POLCA,FECHA COMP,ESTADO,PLACA,SERVICIO,CLASE,INMOVILIZADO,INFRACCION,VALOR
99999999000005246086,SI,10/22/2021,RESOLUCION,ZKJ31D,PARTICULAR,MOTOCICLETA,NO,B01,238700
99999999000004922848,SI,10/22/2021,RESOLUCION,EYU30D,PARTICULAR,MOTOCICLETA,NO,B01,238700
99999999000004922849,SI,10/22/2021,RESOLUCION,EYU30,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020099290,NO,10/22/2021,RESOLUCION,HHM247,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020099291,NO,10/22/2021,CANCELADO,FSM625,PARTICULAR,AUTOMOVIL,NO,H03,56000
68276000000020099292,NO,10/22/2021,AMONESTACION,FSM503,PARTICULAR,AUTOMOVIL,NO,H03,
68276000000020099139,NO,10/22/2021,RESOLUCION,CWA771,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020098779,NO,10/23/2021,PENDIENTE,NRY12A,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098780,NO,10/23/2021,RESOLUCION,HHB59C,PARTICULAR,MOTOCICLETA,NO,C24,447600
99999999000005246097,SI,10/23/2021,RESOLUCION,QVT34E,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020099046,NO,10/23/2021,CANCELADO,GZN337,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004903098,SI,10/23/2021,CANCELADO,VGV63E,PARTICULAR,MOTOCICLETA,NO,C02,167831
99999999000004903099,SI,10/23/2021,CANCELADO,HHL997,PARTICULAR,AUTOMOVIL,NO,C02,167831
68276000000020097332,NO,10/23/2021,CANCELADO,FSN332,PARTICULAR,CAMIONETA,NO,C02,167833
99999999000004903100,SI,10/23/2021,RESOLUCION,ELK71F,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020097333,NO,10/23/2021,CANCELADO,IRN544,PARTICULAR,AUTOMOVIL,NO,C02,167900
99999999000004554604,SI,10/23/2021,CANCELADO,FMG22E,PARTICULAR,MOTOCICLETA,NO,C02,167833
99999999000004554605,SI,10/23/2021,CANCELADO,BYK07E,PARTICULAR,MOTOCICLETA,NO,C02,167833
68276000000020099140,NO,10/23/2021,RESOLUCION,CYW662,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020098949,NO,10/24/2021,RESOLUCION,XHI23E,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020098950,NO,10/24/2021,RESOLUCION,XHI23E,PARTICULAR,MOTOCICLETA,SI,D01,895200
99999999000004922851,SI,10/24/2021,CANCELADO,STA162,PUBLICO,CAMION,NO,B01,89510
68276000000020098966,NO,10/24/2021,RESOLUCION,ICA26E,PARTICULAR,MOTOCICLETA,SI,D01,895200
68276000000020099085,NO,10/24/2021,RESOLUCION,EBU76B,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020098967,NO,10/24/2021,RESOLUCION,DFP366,PARTICULAR,AUTOMOVIL,NO,C06,447600
68276000000020099103,NO,10/24/2021,RESOLUCION,FYR678,PARTICULAR,AUTOMOVIL,NO,B01,238700
68276000000020098157,NO,10/24/2021,RESOLUCION,XVX221,PUBLICO,CAMIONETA,NO,C06,447600
99999999000005246101,SI,10/24/2021,CANCELADO,ROD67F,PARTICULAR,MOTOCICLETA,NO,B01,89511
99999999000005246102,SI,10/24/2021,RESOLUCION,ZKJ31D,PARTICULAR,MOTOCICLETA,NO,B01,238700
99999999000005246103,SI,10/24/2021,RESOLUCION,CLC91E,PARTICULAR,MOTOCICLETA,NO,C35,447600
99999999000005246104,SI,10/24/2021,CANCELADO,CRZ558,PARTICULAR,AUTOMOVIL,NO,B01,89600
68276000000020099293,NO,10/24/2021,CANCELADO,XHB40E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099086,NO,10/25/2021,RESOLUCION,KKT547,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020099087,NO,10/25/2021,RESOLUCION,PIS821,PARTICULAR,CAMIONETA,NO,C02,447600
68276000000020098986,NO,10/25/2021,RESOLUCION,FLN236,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020099294,NO,10/25/2021,RESOLUCION,ZLW80D,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098940,NO,10/25/2021,CANCELADO,BVG612,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020099096,NO,10/25/2021,CANCELADO,CAV41F,PARTICULAR,MOTOCICLETA,NO,C24,167900
68276000000020097215,NO,10/25/2021,RESOLUCION,UAF38D,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020099200,NO,10/25/2021,RESOLUCION,GAF53D,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020098968,NO,10/25/2021,RESOLUCION,IRO934,PARTICULAR,AUTOMOVIL,NO,C06,447600
68276000000020099097,NO,10/25/2021,RESOLUCION,VEH949,PUBLICO,CAMIONETA,NO,C06,447600
99999999000004922852,SI,10/25/2021,RESOLUCION,FHY45A,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020097216,NO,10/25/2021,RESOLUCION,KPD88E,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020099201,NO,10/25/2021,CANCELADO,PDQ28E,PARTICULAR,MOTOCICLETA,NO,C02,251750
68276000000020099202,NO,10/25/2021,CANCELADO,CPB487,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020098957,NO,10/25/2021,RESOLUCION,BZL88F,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020098958,NO,10/25/2021,RESOLUCION,BZL88F,PARTICULAR,MOTOCICLETA,SI,D01,895200
68276000000020099112,NO,10/26/2021,RESOLUCION,FJS03C,PARTICULAR,MOTOCICLETA,NO,B01,238700
68276000000020098069,NO,10/26/2021,CANCELADO,KKX953,PARTICULAR,AUTOMOVIL,NO,C35,167900
68276000000020099104,NO,10/26/2021,CANCELADO,HDM633,PARTICULAR,AUTOMOVIL,NO,B01,238997
68276000000020099295,NO,10/26/2021,CANCELADO,HFU85F,PARTICULAR,MOTOCICLETA,NO,B01,89600
68276000000020099203,NO,10/26/2021,CANCELADO,ZJV94D,PARTICULAR,MOTOCICLETA,NO,C35,447600
68276000000020097217,NO,10/26/2021,RESOLUCION,XLF957,PUBLICO,CAMIONETA,NO,C06,447600
68276000000020099000,NO,10/26/2021,CANCELADO,KKG08B,PARTICULAR,MOTOCICLETA,SI,B01,89600
68276000000020099098,NO,10/26/2021,CANCELADO,ELC37F,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020099141,NO,10/26/2021,CANCELADO,ZST24C,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099073,NO,10/26/2021,CANCELADO,IRR517,PARTICULAR,CAMIONETA,NO,C02,167850
68276000000020098969,NO,10/26/2021,CANCELADO,FOS634,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020099099,NO,10/26/2021,CANCELADO,SPP17F,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020097218,NO,10/26/2021,CANCELADO,DUX741,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004903101,SI,10/27/2021,RESOLUCION,BUV044,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020099100,NO,10/27/2021,RESOLUCION,XMB359,PUBLICO,CAMIONETA,NO,H02,149200
68276000000020098506,NO,10/27/2021,RESOLUCION,IFC97B,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020098507,NO,10/27/2021,RESOLUCION,IFC97B,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020098960,NO,10/27/2021,RESOLUCION,IFC97B,PARTICULAR,MOTOCICLETA,SI,H02,149200
68276000000020098959,NO,10/27/2021,RESOLUCION,SKO24E,PARTICULAR,MOTOCICLETA,NO,C35,447600
68276000000020099151,NO,10/28/2021,CANCELADO,CWG488,PARTICULAR,CAMIONETA,SI,C02,167900
68276000000020098070,NO,10/28/2021,RESOLUCION,QFU462,PARTICULAR,CAMIONETA,NO,C02,447600
68276000000020098987,NO,10/28/2021,RESOLUCION,KTI99E,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098988,NO,10/28/2021,CANCELADO,FBW599,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020097334,NO,10/28/2021,RESOLUCION,DLK373,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020097335,NO,10/28/2021,CANCELADO,LHT91D,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020097336,NO,10/28/2021,RESOLUCION,UDT888,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020098071,NO,10/28/2021,AMONESTACION,UDS376,PARTICULAR,AUTOMOVIL,NO,H03,
68276000000020098970,NO,10/28/2021,CANCELADO,BDH647,PARTICULAR,AUTOMOVIL,NO,C35,167900
68276000000020098658,NO,10/28/2021,CANCELADO,BUD985,PARTICULAR,CAMIONETA,NO,C06,167850
68276000000020099074,NO,10/28/2021,RESOLUCION,TAK90F,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020099075,NO,10/28/2021,RESOLUCION,DXH67D,PARTICULAR,MOTOCICLETA,NO,C35,447600
68276000000020099105,NO,10/28/2021,RESOLUCION,HWL734,PARTICULAR,CAMPERO,SI,C02,447600
68276000000020099142,NO,10/28/2021,RESOLUCION,BZC38F,PARTICULAR,MOTOCICLETA,NO,B01,238700
68276000000020099143,NO,10/28/2021,CANCELADO,FMH595,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020099088,NO,10/29/2021,CANCELADO,DLL537,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020099144,NO,10/29/2021,CANCELADO,GHO743,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020099114,NO,10/29/2021,CANCELADO,BGL905,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020099089,NO,10/29/2021,CANCELADO,DUW938,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020098989,NO,10/29/2021,CANCELADO,DVK259,PARTICULAR,AUTOMOVIL,NO,C02,167850
99999999000004922853,SI,10/29/2021,RESOLUCION,UVO869,PUBLICO,TRACTOCAMION,NO,D01,895200
68276000000020099204,NO,10/29/2021,CANCELADO,TGE21D,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020099145,NO,10/29/2021,CANCELADO,GLS329,PARTICULAR,CAMIONETA,SI,C02,167900
68276000000020098659,NO,10/29/2021,CANCELADO,DVK239,PARTICULAR,AUTOMOVIL,NO,C02,167850
68276000000020097963,NO,10/29/2021,RESOLUCION,RDE64C,PARTICULAR,MOTOCICLETA,SI,C02,447600
99999999000004922854,SI,10/30/2021,CANCELADO,IDG833,PARTICULAR,AUTOMOVIL,NO,B02,89510
99999999000005246120,SI,10/30/2021,RESOLUCION,KKR346,PARTICULAR,CAMPERO,NO,C15,447600
68276000000020099205,NO,10/30/2021,RESOLUCION,PWK34A,PARTICULAR,MOTOCICLETA,SI,B03,238700
99999999000005246123,SI,10/30/2021,CANCELADO,BUX959,PARTICULAR,CAMIONETA,NO,B01,134267
68276000000020098257,NO,10/30/2021,CANCELADO,PYL15E,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020098258,NO,10/30/2021,CANCELADO,PYL15E,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020099206,NO,10/30/2021,RESOLUCION,PWK34A,PARTICULAR,MOTOCICLETA,NO,D02,895200
99999999000005246124,SI,10/30/2021,RESOLUCION,WQZ08C,PARTICULAR,MOTOCICLETA,NO,C35,447600
68276000000020099076,NO,10/30/2021,RESOLUCION,FSO692,PARTICULAR,CAMIONETA,NO,C02,447600
68276000000020099077,NO,10/30/2021,CANCELADO,GYX198,PARTICULAR,AUTOMOVIL,NO,C02,167850
68276000000020097337,NO,10/30/2021,CANCELADO,DWR44D,PARTICULAR,MOTOCICLETA,SI,B01,89600
68276000000020097964,NO,10/30/2021,CANCELADO,OID20C,PARTICULAR,MOTOCICLETA,NO,C35,167900
68276000000020097338,NO,10/30/2021,CANCELADO,ZJX44C,PARTICULAR,MOTOCICLETA,SI,C35,167833
68276000000020099078,NO,10/30/2021,CANCELADO,CRU01D,PARTICULAR,MOTOCICLETA,SI,B01,89600
68276000000020099209,NO,10/30/2021,RESOLUCION,GJF70A,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020097339,NO,10/30/2021,RESOLUCION,CYF03C,PARTICULAR,MOTOCICLETA,SI,B01,238700
68276000000020099079,NO,10/30/2021,CANCELADO,GLP39B,PARTICULAR,MOTOCICLETA,SI,B01,89600
68276000000020097340,NO,10/30/2021,CANCELADO,IQB59C,PARTICULAR,MOTOCICLETA,SI,B01,89600
99999999000005246127,SI,10/31/2021,CANCELADO,ROK89F,PARTICULAR,MOTOCICLETA,NO,D01,335666
68276000000020099090,NO,10/31/2021,CANCELADO,URM114,PUBLICO,MICROBUS,NO,D07,335700
68276000000020097219,NO,10/31/2021,RESOLUCION,KKZ749,PARTICULAR,AUTOMOVIL,NO,D07,895200
68276000000020099115,NO,10/31/2021,CANCELADO,NXF38F,PARTICULAR,MOTOCICLETA,NO,B01,89600
68276000000020099161,NO,10/31/2021,RESOLUCION,CHN936,PARTICULAR,AUTOMOVIL,NO,B02,238700
68276000000020098389,NO,10/31/2021,CANCELADO,KKZ410,PARTICULAR,CAMIONETA,NO,C06,167850
68276000000020099116,NO,10/31/2021,AMONESTACION,BVA695,PARTICULAR,MICROBUS,NO,H02,
68276000000020099146,NO,10/31/2021,CANCELADO,JHN567,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020099147,NO,10/31/2021,CANCELADO,CCS572,PARTICULAR,CAMIONETA,SI,C02,167900
68276000000020098864,NO,10/31/2021,RESOLUCION,UBQ15D,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098158,NO,10/31/2021,RESOLUCION,ZNO69E,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020099207,NO,10/31/2021,CANCELADO,GKE76A,PARTICULAR,MOTOCICLETA,SI,C24,167900
68276000000020099208,NO,10/31/2021,CANCELADO,JTN18F,PARTICULAR,MOTOCICLETA,NO,C24,167900
68276000000020098159,NO,10/31/2021,RESOLUCION,TNE29C,PARTICULAR,MOTOCICLETA,SI,D01,895200
68276000000020099148,NO,10/31/2021,RESOLUCION,SBK83C,PARTICULAR,MOTOCICLETA,SI,C24,447600
68276000000020098160,NO,10/31/2021,RESOLUCION,JTI63F,PARTICULAR,MOTOCICLETA,SI,D01,895200
68276000000020099210,NO,10/31/2021,RESOLUCION,POL31F,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020098161,NO,10/31/2021,RESOLUCION,XVM94A,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020098663,NO,10/31/2021,RESOLUCION,XCU49,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020098162,NO,10/31/2021,CANCELADO,JGX32B,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020098508,NO,10/31/2021,RESOLUCION,PXT98E,PARTICULAR,MOTOCICLETA,NO,C35,447600
68276000000020099211,NO,10/31/2021,RESOLUCION,SQG97F,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020097341,NO,10/31/2021,RESOLUCION,JGZ44B,PARTICULAR,MOTOCICLETA,SI,B01,238700
68276000000020099212,NO,10/31/2021,RESOLUCION,BZP08E,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020097342,NO,10/31/2021,RESOLUCION,UBF44D,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020098509,NO,10/31/2021,RESOLUCION,AYQ93B,PARTICULAR,MOTOCICLETA,SI,D01,895200
68276000000020098510,NO,10/31/2021,RESOLUCION,MST22A,PARTICULAR,MOTOCICLETA,NO,B01,238700
68276000000020099213,NO,10/31/2021,RESOLUCION,ANG68E,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020097343,NO,10/31/2021,RESOLUCION,HAW54F,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098667,NO,11/01/2021,CANCELADO,PPU33E,PARTICULAR,MOTOCICLETA,NO,D01,335700
99999999000004923308,SI,11/01/2021,RESOLUCION,RID679,PUBLICO,CAMION,NO,C14,447600
68276000000020098072,NO,11/01/2021,PENDIENTE,LER93C,PARTICULAR,MOTOCICLETA,SI,C02,447600
99999999000004923309,SI,11/01/2021,RESOLUCION,VIV089,PUBLICO,MICROBUS,NO,B02,238700
68276000000020099117,NO,11/02/2021,CANCELADO,FLG899,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020099080,NO,11/02/2021,RESOLUCION,VGF37F,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098664,NO,11/02/2021,CANCELADO,BOW79D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020097965,NO,11/02/2021,CANCELADO,TFF39D,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020098220,NO,11/02/2021,CANCELADO,YMC41F,PARTICULAR,MOTOCICLETA,NO,B01,89513
68276000000020099118,NO,11/02/2021,CANCELADO,GIV103,PARTICULAR,AUTOMOVIL,NO,B02,244207
68276000000020097966,NO,11/02/2021,RESOLUCION,BPJ63D,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020098666,NO,11/02/2021,RESOLUCION,QBJ13B,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020099047,NO,11/02/2021,CANCELADO,GFJ63C,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099162,NO,11/02/2021,RESOLUCION,NSJ89F,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020099048,NO,11/02/2021,RESOLUCION,UAT71D,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020099049,NO,11/02/2021,CANCELADO,AJB56C,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099163,NO,11/02/2021,CANCELADO,VFD61F,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099164,NO,11/02/2021,CANCELADO,ZLS66E,PARTICULAR,MOTOCICLETA,SI,C02,167850
68276000000020099165,NO,11/02/2021,CANCELADO,PXP98E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020097220,NO,11/03/2021,CANCELADO,CWN307,PARTICULAR,CAMPERO,SI,C02,167900
68276000000020097221,NO,11/03/2021,RESOLUCION,SLJ35E,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020097967,NO,11/03/2021,RESOLUCION,NIQ73E,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020098218,NO,11/03/2021,CANCELADO,VFJ24F,PARTICULAR,MOTOCICLETA,SI,D03,335700
68276000000020098665,NO,11/03/2021,CANCELADO,GZP062,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020097222,NO,11/03/2021,RESOLUCION,GBN967,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020099296,NO,11/03/2021,RESOLUCION,MME20F,PARTICULAR,MOTOCICLETA,NO,C14,447600
68276000000020098219,NO,11/03/2021,CANCELADO,HHM727,PARTICULAR,AUTOMOVIL,NO,C14,167850
68276000000020099121,NO,11/03/2021,CANCELADO,DUS471,PARTICULAR,AUTOMOVIL,NO,C14,167850
68276000000020099119,NO,11/03/2021,RESOLUCION,FSL361,PARTICULAR,AUTOMOVIL,NO,C14,447600
68276000000020099122,NO,11/03/2021,RESOLUCION,CWM591,PARTICULAR,AUTOMOVIL,NO,C14,447600
68276000000020097968,NO,11/03/2021,RESOLUCION,GGP35C,PARTICULAR,MOTOCICLETA,NO,C14,447600
68276000000020097969,NO,11/03/2021,CANCELADO,XVU431,PUBLICO,AUTOMOVIL,NO,C06,167833
68276000000020099297,NO,11/03/2021,CANCELADO,ZKQ98D,PARTICULAR,MOTOCICLETA,NO,C15,167833
68276000000020098668,NO,11/03/2021,CANCELADO,FPJ82C,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020099166,NO,11/03/2021,RESOLUCION,JUA17F,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020098073,NO,11/03/2021,AMONESTACION,BZQ88F,PARTICULAR,MOTOCICLETA,NO,H03,
68276000000020098163,NO,11/03/2021,RESOLUCION,MNG23F,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098074,NO,11/03/2021,RESOLUCION,TTV129,PUBLICO,AUTOMOVIL,NO,C02,447600
68276000000020099167,NO,11/03/2021,RESOLUCION,LHO04D,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020098886,NO,11/03/2021,RESOLUCION,DUW902,PARTICULAR,AUTOMOVIL,NO,B01,238700
68276000000020098164,NO,11/03/2021,RESOLUCION,BUS995,PARTICULAR,AUTOMOVIL,SI,D01,895200
68276000000020099050,NO,11/03/2021,CANCELADO,GHR217,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020098165,NO,11/03/2021,RESOLUCION,BUS995,PARTICULAR,AUTOMOVIL,SI,C35,447600
68276000000020098075,NO,11/03/2021,RESOLUCION,IRO485,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020098887,NO,11/03/2021,RESOLUCION,CPU346,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020098166,NO,11/03/2021,RESOLUCION,TAV768,PARTICULAR,CAMIONETA,NO,D07,895200
99999999000004923310,SI,11/03/2021,AUDIENCIA,GOA603,PARTICULAR,CAMION,NO,D08,895200
68276000000020099168,NO,11/03/2021,CANCELADO,UDT440,PARTICULAR,AUTOMOVIL,SI,C03,167900
99999999000004923311,SI,11/03/2021,CANCELADO,SJL045,PUBLICO,CAMION,NO,B03,238692
99999999000004923312,SI,11/04/2021,RESOLUCION,MLN054,PARTICULAR,CAMIONETA,NO,C11,447600
68276000000020099123,NO,11/04/2021,RESOLUCION,CKZ06E,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020099298,NO,11/04/2021,CANCELADO,IRO338,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020098167,NO,11/04/2021,CANCELADO,FLS10E,PARTICULAR,MOTOCICLETA,SI,D03,335700
68276000000020099169,NO,11/04/2021,AMONESTACION,IPR366,PARTICULAR,AUTOMOVIL,NO,H02,
68276000000020098076,NO,11/04/2021,RESOLUCION,IAY04E,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020098168,NO,11/04/2021,CANCELADO,UAQ37D,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020098888,NO,11/04/2021,CANCELADO,DXO761,PARTICULAR,AUTOMOVIL,NO,C31,167900
68276000000020098889,NO,11/04/2021,CANCELADO,DXO761,PARTICULAR,AUTOMOVIL,NO,D07,335700
68276000000020099170,NO,11/04/2021,CANCELADO,DXO761,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020098169,NO,11/04/2021,RESOLUCION,MCX074,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020098077,NO,11/04/2021,RESOLUCION,MVM199,PARTICULAR,CAMPERO,NO,C02,447600
68276000000020098170,NO,11/04/2021,CANCELADO,UDS687,PARTICULAR,CAMIONETA,NO,C02,167833
68276000000020098669,NO,11/04/2021,CANCELADO,GZP711,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020098866,NO,11/04/2021,AUDIENCIA,HIO93B,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020097970,NO,11/05/2021,RESOLUCION,JTC03E,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020097223,NO,11/05/2021,RESOLUCION,FBG38F,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020097224,NO,11/05/2021,RESOLUCION,FBG38F,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020099413,NO,11/05/2021,CANCELADO,IDG47D,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020098670,NO,11/05/2021,RESOLUCION,NKB51E,PARTICULAR,MOTOCICLETA,NO,B01,238700
99999999000004923315,SI,11/05/2021,AMONESTACION,SUF023,PUBLICO,CAMION,NO,H02,
68276000000020098078,NO,11/05/2021,PENDIENTE,PHX36,PARTICULAR,MOTOCICLETA,SI,C35,447600
68276000000020099414,NO,11/05/2021,CANCELADO,SOT88F,PARTICULAR,MOTOCICLETA,NO,C24,449829
68276000000020098890,NO,11/05/2021,RESOLUCION,HGT70C,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020099415,NO,11/05/2021,RESOLUCION,KKF26E,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020098079,NO,11/05/2021,CANCELADO,EOK753,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020098080,NO,11/05/2021,CANCELADO,FSM273,PARTICULAR,AUTOMOVIL,NO,C02,167833
68276000000020098081,NO,11/05/2021,CANCELADO,HHM225,PARTICULAR,AUTOMOVIL,NO,C02,167833
68276000000020098082,NO,11/05/2021,RESOLUCION,MTQ641,PARTICULAR,AUTOMOVIL,NO,H03,149200
68276000000020099106,NO,11/05/2021,CANCELADO,DLN133,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004923316,SI,11/06/2021,RESOLUCION,FUE743,PARTICULAR,AUTOMOVIL,NO,D06,895200
68276000000020099416,NO,11/06/2021,RESOLUCION,BTF20D,PARTICULAR,MOTOCICLETA,NO,C24,447600
68276000000020099417,NO,11/06/2021,RESOLUCION,HGE33F,PARTICULAR,MOTOCICLETA,SI,C02,447600
99999999000004923318,SI,11/07/2021,AUDIENCIA,XVM835,PUBLICO,MICROBUS,NO,D08,335700
99999999000004923319,SI,11/07/2021,RESOLUCION,WHG298,,CAMION,NO,C08,447600
99999999000004923320,SI,11/07/2021,RESOLUCION,JSP94F,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020099120,NO,11/07/2021,RESOLUCION,HHU93C,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020098256,NO,11/07/2021,CANCELADO,ALO80C,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020098259,NO,11/07/2021,CANCELADO,YLT61F,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020098260,NO,11/07/2021,RESOLUCION,PUR01A,PARTICULAR,MOTOCICLETA,SI,C02,447600
99999999000004923317,SI,11/07/2021,CANCELADO,BSU057,PARTICULAR,AUTOMOVIL,NO,B01,89600
68276000000020099299,NO,11/07/2021,PENDIENTE,CLB98E,PARTICULAR,MOTOCICLETA,SI,F,21482700
68276000000020099300,NO,11/07/2021,RESOLUCION,CLB98E,PARTICULAR,MOTOCICLETA,SI,D02,895200
99999999000004903102,SI,11/07/2021,CANCELADO,KLK209,PARTICULAR,AUTOMOVIL,NO,C02,167900
99999999000004903103,SI,11/07/2021,CANCELADO,KTI59E,PARTICULAR,MOTOCICLETA,NO,C02,167900
99999999000004903104,SI,11/07/2021,RESOLUCION,ICC03E,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020099301,NO,11/07/2021,AUDIENCIA,GYU817,PARTICULAR,AUTOMOVIL,SI,F,42965300
68276000000020099302,NO,11/07/2021,AUDIENCIA,GYU817,PARTICULAR,AUTOMOVIL,SI,D04,895200
68276000000020098867,NO,11/07/2021,RESOLUCION,BZP95F,PARTICULAR,MOTOCICLETA,SI,C02,447600
68276000000020099420,NO,11/08/2021,RESOLUCION,HBO85F,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020099124,NO,11/08/2021,CANCELADO,KTF45E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020099418,NO,11/08/2021,RESOLUCION,GHO992,PARTICULAR,CAMIONETA,NO,C02,447600
68276000000020098083,NO,11/08/2021,CANCELADO,GHO656,PARTICULAR,AUTOMOVIL,NO,C02,167833
